Year,Ccode,Nation,Christianity,Judaism,Islam_Sunni,Islam_Shia,Islam,Buddhism,Zoroastrian,Hindu,Sikh,Shinto,Bahai,Taoism,Jain,Confucianism,Syncretic,Animist,Non,Other
1960,439,BFO,0.0337,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.7348,0,0.0014
1965,439,BFO,0.04,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.6563,0.0001,0.0036
1970,439,BFO,0.09,0,0,0,0.3237,0,0,0,0,0,0.0001,0,0,0,0,0.5861,0.0001,0
1975,439,BFO,0.1026,0,0,0,0.3573,0,0,0,0,0,0.0001,0,0,0,0,0.534,0.0001,0.0059
1980,439,BFO,0.1353,0,0,0,0.4283,0,0,0,0,0,0.0001,0,0,0,0,0.4361,0.0001,0.0001
1985,439,BFO,0.1648,0,0,0,0.4681,0,0,0,0,0,0.0002,0,0,0,0,0.36,0.0032,0.0037
1990,439,BFO,0.1489,0,0,0,0.4862,0,0,0,0,0,0.0002,0,0,0,0,0.35,0.0056,0.0091
1995,439,BFO,0.157,0,0,0,0.5,0,0,0,0,0,0.0002,0,0,0,0,0.329,0.0054,0.0085
2000,439,BFO,0.2146,0,0.56,0.01,0.57,0,0,0,0,0,0.0001,0,0,0,0,0.21,0.0046,0.0007
2005,439,BFO,0.2259,0,0.5698,0.0102,0.58,0,0,0,0,0,0.0001,0,0,0,0,0.1891,0.0048,0.0001
2010,439,BFO,0.2935,0,0.57,0.009,0.579,0,0,0,0,0,0.0001,0,0,0,0,0.122,0.005,0.0003
1945,450,LBR,0.132,0,0,0,0.1073,0,0,0,0,0,0.0017,0,0,0,0,0.727,0,0.0321
1950,450,LBR,0.1529,0,0,0,0.1207,0,0,0,0,0,0.0019,0,0,0,0,0.7245,0,0
1955,450,LBR,0.1641,0,0,0,0.1298,0,0,0,0,0,0.0019,0,0,0,0,0.7,0,0.0042
1960,450,LBR,0.1555,0,0,0,0.14,0,0,0,0,0,0.0014,0,0,0,0,0.7,0,0.0032
1965,450,LBR,0.2152,0,0,0,0.14,0,0,0,0,0,0.0018,0,0,0,0,0.615,0,0.0281
1970,450,LBR,0.2727,0,0,0,0.1393,0,0,0,0,0,0.0021,0,0,0,0,0.5701,0,0.0158
1975,450,LBR,0.3111,0,0,0,0.1635,0,0,0,0,0,0.0024,0,0,0,0,0.5003,0.0124,0.0102
1980,450,LBR,0.35,0,0,0,0.18,0,0,0,0,0,0.0027,0,0,0,0,0.453,0.0127,0.0017
1985,450,LBR,0.36,0,0,0,0.18,0,0,0,0,0,0.0028,0,0,0,0,0.44,0.0133,0.0039
1990,450,LBR,0.36,0,0,0,0.18,0,0,0,0,0,0.0029,0,0,0,0,0.44,0.0145,0.0026
1995,450,LBR,0.3619,0,0,0,0.16,0,0,0,0,0,0.0029,0,0,0,0,0.4449,0.0154,0.0149
2000,450,LBR,0.39,0,0.195,0.005,0.2,0,0,0,0,0,0.0024,0,0,0,0,0.39,0.0159,0.0017
2005,450,LBR,0.6843,0,0.1365,0.0035,0.14,0,0,0,0,0,0.0015,0,0,0,0,0.1566,0.0156,0.002
2010,450,LBR,0.85,0,0.1101,0.0024,0.1125,0,0,0,0,0,0.001,0,0,0,0,0.0264,0.01,0.0001
1965,451,SIE,0.0659,0,0,0,0.3723,0,0,0.0005,0,0,0.0003,0,0,0,0,0.56,0,0.0011
1970,451,SIE,0.084,0,0,0,0.3899,0,0,0.0005,0,0,0.0003,0,0,0,0,0.5252,0,0
1975,451,SIE,0.0881,0,0,0,0.3978,0,0,0.0006,0,0,0.0003,0,0,0,0,0.5085,0,0.0047
1980,451,SIE,0.0943,0,0,0,0.413,0,0,0.0006,0,0,0.0004,0,0,0,0,0.49,0,0.0018
1985,451,SIE,0.0987,0,0,0,0.4262,0,0,0.0005,0,0,0.0013,0,0,0,0,0.47,0,0.0032
1990,451,SIE,0.1131,0,0,0,0.45,0,0,0.0005,0,0,0.002,0,0,0,0,0.4133,0.0181,0.003
1995,451,SIE,0.1,0,0,0,0.58,0,0,0.0005,0,0,0.0023,0,0,0,0,0.3,0.0151,0.0021
2000,451,SIE,0.1764,0,0.5282,0.0515,0.5797,0,0,0.0005,0,0,0.0021,0,0,0,0,0.2288,0.0103,0.0022
2005,451,SIE,0.192,0,0.4917,0.0799,0.5717,0,0,0.0005,0,0,0.0007,0,0,0,0,0.2155,0.0139,0.0057
2010,451,SIE,0.1905,0,0.5382,0.015,0.5532,0,0,0.0005,0,0,0.0007,0,0,0,0,0.2374,0.0122,0.0054
1960,452,GHA,0.44,0,0,0,0.1196,0,0,0,0,0,0.0008,0,0,0,0,0.4396,0,0.0001
1965,452,GHA,0.4685,0,0,0,0.12,0,0,0.0001,0,0,0.0007,0,0,0,0,0.4094,0.0007,0.0006
1970,452,GHA,0.5101,0,0,0,0.1382,0,0,0.0001,0,0,0.0008,0,0,0,0,0.3496,0.001,0.0002
1975,452,GHA,0.519,0,0,0,0.1521,0,0,0.0001,0,0,0.0008,0,0,0,0,0.3259,0.0012,0.0008
1980,452,GHA,0.5366,0,0,0,0.1662,0,0,0.0002,0,0,0.0008,0,0,0,0,0.29,0.0013,0.0048
1985,452,GHA,0.5583,0,0,0,0.1582,0,0,0.0002,0,0,0.0007,0,0,0,0,0.28,0.0024,0.0001
1990,452,GHA,0.5514,0,0,0,0.1951,0,0,0.0002,0,0,0.0007,0,0,0,0,0.2493,0.0032,0.0001
1995,452,GHA,0.5854,0,0,0,0.1998,0,0,0.0002,0,0,0.0006,0,0,0,0,0.186,0.0032,0.0246
2000,452,GHA,0.5435,0,0.1831,0.0043,0.1874,0,0,0.0002,0,0,0.0006,0,0,0,0,0.1627,0.0595,0.0461
2005,452,GHA,0.5935,0,0.1385,0.021,0.1595,0,0,0.0002,0,0,0.0004,0,0,0,0,0.164,0.0378,0.0447
2010,452,GHA,0.7034,0,0.1528,0.0232,0.176,0,0,0,0,0,0,0,0,0,0,0.053,0.06,0.0076
1960,461,TOG,0.2458,0,0,0,0.0845,0,0,0,0,0,0.0009,0,0,0,0,0.6683,0,0.0004
1965,461,TOG,0.2889,0,0,0,0.0799,0,0,0,0,0,0.001,0,0,0,0,0.63,0.0001,0.0001
1970,461,TOG,0.2785,0,0,0,0.1377,0,0,0,0,0,0.001,0,0,0,0,0.5823,0.0002,0.0003
1975,461,TOG,0.3377,0,0,0,0.1592,0,0,0,0,0,0.0011,0,0,0,0,0.5,0.0006,0.0014
1980,461,TOG,0.3673,0,0,0,0.1688,0,0,0,0,0,0.0011,0,0,0,0,0.46,0.0008,0.0021
1985,461,TOG,0.3832,0,0.1684,0,0.1684,0,0,0,0,0,0.0034,0,0,0,0,0.4359,0.0015,0.0075
1990,461,TOG,0.4163,0,0,0,0.1844,0,0,0,0,0,0.0051,0,0,0,0,0.3878,0.002,0.0043
1995,461,TOG,0.4352,0,0,0,0.18,0,0,0,0,0,0.0051,0,0,0,0,0.3678,0.0023,0.0097
2000,461,TOG,0.4143,0,0.12,0,0.12,0,0,0,0,0,0.0039,0,0,0,0,0.4537,0.0025,0.0056
2005,461,TOG,0.471,0,0.137,0,0.137,0,0,0,0,0,0.0041,0,0,0,0,0.38,0.0027,0.0052
2010,461,TOG,0.48,0,0.14,0,0.14,0,0,0,0,0,0.0043,0,0,0,0,0.37,0.0025,0.0032
1960,471,CAO,0.3391,0,0,0,0.1133,0,0,0,0,0,0.0029,0,0,0,0,0.5401,0.0007,0.004
1965,471,CAO,0.3419,0,0,0,0.133,0,0,0,0,0,0.0035,0,0,0,0,0.5152,0.0008,0.0056
1970,471,CAO,0.385,0,0,0,0.1937,0,0,0,0,0,0.0043,0,0,0,0,0.3993,0.0009,0.0167
1975,471,CAO,0.4346,0,0,0,0.2094,0,0,0,0,0,0.0052,0,0,0,0,0.3359,0.001,0.0139
1980,471,CAO,0.4629,0,0,0,0.22,0,0,0,0,0,0.0058,0,0,0,0,0.31,0.0011,0.0002
1985,471,CAO,0.4995,0,0,0,0.22,0,0,0,0,0,0.0048,0,0,0,0,0.24,0.002,0.0337
1990,471,CAO,0.5258,0,0,0,0.212,0,0,0,0,0,0.0042,0,0,0,0,0.2531,0.0027,0.0022
1995,471,CAO,0.53,0,0,0,0.22,0,0,0,0,0,0.0033,0,0,0,0,0.24,0.005,0.0017
2000,471,CAO,0.5016,0,0.192,0,0.192,0,0,0,0,0,0.0023,0,0,0,0,0.2938,0.005,0.0053
2005,471,CAO,0.5015,0,0.1963,0,0.1963,0,0,0,0,0,0.002,0,0,0,0,0.2902,0.0074,0.0024
2010,471,CAO,0.4952,0,0.214,0,0.214,0,0,0,0,0,0.0019,0,0,0,0,0.2798,0.0073,0.0017
1960,475,NIG,0.3905,0,0,0,0.3593,0,0,0,0,0,0.0001,0,0,0,0,0.2401,0.0017,0.0083
1965,475,NIG,0.3795,0,0,0,0.39,0,0,0,0,0,0.0002,0,0,0,0,0.2128,0.0018,0.0158
1970,475,NIG,0.3957,0,0,0,0.4107,0,0,0,0,0,0.0002,0,0,0,0,0.1911,0.0021,0.0002
1975,475,NIG,0.44,0,0,0,0.4404,0,0,0,0,0,0.0003,0,0,0,0,0.1165,0.0024,0.0004
1980,475,NIG,0.4622,0,0,0,0.4536,0,0,0,0,0,0.0003,0,0,0,0,0.0569,0.0025,0.0244
1985,475,NIG,0.4482,0,0,0,0.4991,0,0,0,0,0,0.0002,0,0,0,0,0.0495,0.002,0.0008
1990,475,NIG,0.458,0,0,0,0.4461,0.0001,0,0,0,0,0.0003,0,0,0,0,0.0884,0.0021,0.005
1995,475,NIG,0.4269,0,0,0,0.4687,0,0,0,0,0,0.0002,0,0,0,0,0.1,0.0023,0.0019
2000,475,NIG,0.4105,0,0.45,0.05,0.5,0,0,0,0,0,0.0002,0,0,0,0,0.086,0.0026,0.0005
2005,475,NIG,0.421,0,0.45,0.045,0.495,0.0001,0,0,0,0,0.0002,0,0,0,0,0.0785,0.0029,0.0023
2010,475,NIG,0.42,0,0.463,0.045,0.508,0.0001,0,0,0,0,0.0002,0,0,0,0,0.0668,0.0031,0.0018
1960,481,GAB,0.59,0,0,0,0.0049,0,0,0,0,0,0.0002,0,0,0,0,0.3909,0,0.014
1965,481,GAB,0.6745,0,0,0,0.0065,0,0,0,0,0,0.0003,0,0,0,0,0.2638,0,0.0549
1970,481,GAB,0.7187,0,0,0,0.0075,0,0,0,0,0,0.0004,0,0,0,0,0.0907,0,0.1827
1975,481,GAB,0.7957,0,0,0,0.0083,0,0,0,0,0,0.0004,0,0,0,0,0.0579,0.003,0.1347
1980,481,GAB,0.7598,0,0,0,0.0087,0,0,0,0,0,0.0004,0,0,0,0,0.0333,0.0051,0.1928
1985,481,GAB,0.8537,0,0,0,0.0103,0,0,0,0,0,0.0004,0,0,0,0,0.0336,0.0065,0.0954
1990,481,GAB,0.8627,0,0,0,0.0428,0,0,0,0,0,0.0004,0,0,0,0,0.0332,0.0075,0.0535
1995,481,GAB,0.88,0,0,0,0.074,0,0,0,0,0,0.0004,0,0,0,0,0.0329,0.0111,0.0016
2000,481,GAB,0.7638,0,0.115,0.005,0.12,0,0,0,0,0,0.0004,0,0,0,0,0.1,0.0138,0.002
2005,481,GAB,0.7335,0,0.115,0.005,0.12,0,0,0,0,0,0.0005,0,0,0,0,0.094,0.0141,0.0379
2010,481,GAB,0.7472,0,0.145,0.005,0.15,0,0,0,0,0,0.0004,0,0,0,0,0.0838,0.016,0.0025
1960,482,CEN,0.4394,0,0,0,0.04,0,0,0,0,0,0.0012,0,0,0,0,0.5012,0.0006,0.0177
1965,482,CEN,0.4532,0,0,0,0.0349,0,0,0,0,0,0.0018,0,0,0,0,0.488,0.001,0.0211
1970,482,CEN,0.4863,0,0,0,0.047,0,0,0,0,0,0.0019,0,0,0,0,0.3679,0.0012,0.0957
1975,482,CEN,0.5458,0,0,0,0.0626,0,0,0,0,0,0.0025,0,0,0,0,0.3275,0,0.0616
1980,482,CEN,0.6043,0,0,0,0.0729,0,0,0,0,0,0.0028,0,0,0,0,0.2252,0.0055,0.0893
1985,482,CEN,0.6432,0,0,0,0.08,0,0,0,0,0,0.0028,0,0,0,0,0.24,0.0068,0.0272
1990,482,CEN,0.6326,0,0,0,0.1553,0,0,0,0,0,0.0027,0,0,0,0,0.1717,0.0079,0.0297
1995,482,CEN,0.6597,0,0,0,0.15,0,0,0,0,0,0.0026,0,0,0,0,0.18,0.0074,0.0004
2000,482,CEN,0.4599,0,0.1549,0.0015,0.1564,0,0,0,0,0,0.0018,0,0,0,0,0.35,0.0124,0.0194
2005,482,CEN,0.492,0,0.141,0.009,0.15,0,0,0,0,0,0.0021,0,0,0,0,0.34,0.0127,0.0032
2010,482,CEN,0.492,0,0.141,0.009,0.15,0,0,0,0,0,0.0022,0,0,0,0,0.34,0.0124,0.0033
1960,483,CHA,0.1243,0,0,0,0.5711,0,0,0,0,0,0.0011,0,0,0,0,0.3012,0.0002,0.0021
1965,483,CHA,0.1627,0,0,0,0.5438,0,0,0,0,0,0.0013,0,0,0,0,0.2677,0.0002,0.0243
1970,483,CHA,0.2281,0,0,0,0.4967,0,0,0,0,0,0.0014,0,0,0,0,0.2681,0.0003,0.0055
1975,483,CHA,0.2767,0,0,0,0.4685,0,0,0,0,0,0.0015,0,0,0,0,0.24,0.0003,0.0129
1980,483,CHA,0.3297,0,0,0,0.4396,0.0001,0,0,0,0,0.0016,0,0,0,0,0.2279,0.0004,0.0008
1985,483,CHA,0.33,0,0,0,0.44,0.0001,0,0,0,0,0.0063,0,0,0,0,0.22,0.0006,0.0031
1990,483,CHA,0.3179,0,0,0,0.47,0.0001,0,0,0,0,0.0098,0,0,0,0,0.2,0.0007,0.0014
1995,483,CHA,0.3087,0,0,0,0.5,0.0001,0,0,0,0,0.0095,0,0,0,0,0.18,0.0009,0.0008
2000,483,CHA,0.2973,0,0.5337,0.0054,0.5391,0.0001,0,0,0,0,0.0021,0,0,0,0.0003,0.15,0.0016,0.0095
2005,483,CHA,0.33,0,0.54,0.012,0.552,0.0002,0,0,0,0,0.002,0,0,0,0.0003,0.111,0.002,0.0026
2010,483,CHA,0.34,0,0.54,0.012,0.552,0.0002,0,0,0,0,0.002,0,0,0,0.0003,0.1001,0.0025,0.003
1960,484,CON,0.88,0,0,0,0.0039,0,0,0,0,0,0.0012,0,0,0,0,0.1093,0.002,0.0035
1965,484,CON,0.8825,0,0,0,0.0041,0,0,0,0,0,0.0017,0,0,0,0,0.1,0.0033,0.0085
1970,484,CON,0.9166,0,0,0,0.0042,0,0,0,0,0,0.0023,0,0,0,0,0.0708,0.0052,0.0009
1975,484,CON,0.904,0,0,0,0.0041,0,0,0,0,0,0.0032,0,0,0,0,0.07,0.0081,0.0106
1980,484,CON,0.9197,0,0,0,0.0039,0,0,0,0,0,0.0037,0,0,0,0.0001,0.06,0.0101,0.0024
1985,484,CON,0.8994,0,0,0,0.0082,0,0,0,0,0,0.004,0,0,0,0.0001,0.05,0.0148,0.0236
1990,484,CON,0.8853,0,0,0,0.0112,0,0,0,0,0,0.004,0,0,0,0.0001,0.0511,0.0179,0.0303
1995,484,CON,0.8652,0,0,0,0.02,0,0,0,0,0,0.0053,0,0,0,0.0001,0.049,0.025,0.0353
2000,484,CON,0.8259,0,0.0139,0.0005,0.0144,0,0,0,0,0,0.0063,0,0,0,0.0001,0.0516,0.037,0.0646
2005,484,CON,0.8413,0,0.02,0.0005,0.0205,0,0,0,0,0,0.0062,0,0,0,0.0001,0.0581,0.0628,0.0109
2010,484,CON,0.8063,0,0.0188,0.0005,0.0193,0,0,0,0,0,0.0064,0,0,0,0.0001,0.0524,0.0737,0.0417
1960,490,DRC,0.7956,0,0,0,0.0154,0,0,0.0001,0,0,0.0072,0,0,0,0,0.1643,0.0002,0.0171
1965,490,DRC,0.844,0,0,0,0.0148,0,0,0.0001,0,0,0.0068,0,0,0,0,0.1299,0.0002,0.0041
1970,490,DRC,0.8984,0,0,0,0.0138,0,0,0,0,0,0.0063,0,0,0,0,0.0807,0.0002,0.0004
1975,490,DRC,0.9092,0,0,0,0.01,0,0,0.0001,0,0,0.007,0,0,0,0,0.0598,0.0003,0.0135
1980,490,DRC,0.9351,0,0,0,0.0148,0,0,0,0,0,0.0068,0,0,0,0,0.0362,0.0003,0.0066
1985,490,DRC,0.9386,0,0,0,0.0133,0.0001,0,0.0011,0,0,0.0056,0,0,0,0,0.0362,0.0023,0.0029
1990,490,DRC,0.9365,0,0,0,0.0122,0.0001,0,0.0018,0,0,0.0048,0,0,0,0,0.0323,0.0038,0.0085
1995,490,DRC,0.9493,0,0,0,0.01,0.0001,0,0.0016,0,0,0.0043,0,0,0,0,0.0269,0.0038,0.004
2000,490,DRC,0.9101,0,0.013,0,0.013,0.0001,0,0.0015,0,0,0.003,0,0,0,0,0.0552,0.0083,0.0089
2005,490,DRC,0.9186,0,0.015,0,0.015,0.0001,0,0.0014,0,0,0.003,0,0,0,0,0.0525,0.008,0.0014
2010,490,DRC,0.9302,0,0.013,0,0.013,0.0001,0,0.0014,0,0,0.0029,0,0,0,0,0.0472,0.0051,0.0002
1965,500,UGA,0.6502,0.0001,0,0,0.0477,0,0,0.0068,0.0009,0,0.0242,0,0.0001,0,0,0.27,0.0001,0
1970,500,UGA,0.6806,0.0001,0,0,0.06,0,0,0.0069,0.0006,0,0.0239,0,0.0001,0,0,0.2255,0.0001,0.0023
1975,500,UGA,0.7147,0.0001,0,0,0.0781,0,0,0.0072,0.0004,0,0.0245,0,0.0001,0,0,0.1698,0.0002,0.0049
1980,500,UGA,0.7548,0.0001,0,0,0.08,0,0,0.0076,0.0003,0,0.0252,0,0.0001,0,0,0.1114,0.0003,0.0202
1985,500,UGA,0.7828,0.0001,0,0,0.1036,0,0,0.0078,0.0002,0,0.0153,0,0.0001,0,0,0.08,0.0028,0.0073
1990,500,UGA,0.8143,0.0001,0,0,0.1107,0,0,0.0079,0.0001,0,0.0072,0,0.0001,0,0,0.0505,0.0048,0.0043
1995,500,UGA,0.8053,0.0001,0,0,0.112,0,0,0.0082,0.0001,0,0.0039,0,0.0001,0,0,0.0444,0.0045,0.0215
2000,500,UGA,0.8187,0.0001,0.1149,0.006,0.121,0.0001,0,0.0074,0.0001,0,0.0024,0,0.0001,0,0.0001,0.0433,0.0057,0.0011
2005,500,UGA,0.8023,0.0001,0.1123,0.0053,0.1177,0.0001,0,0.0064,0.0001,0,0.0021,0,0.0001,0,0.0001,0.0547,0.0115,0.0048
2010,500,UGA,0.833,0.0001,0.1146,0.0054,0.12,0.0001,0,0.0058,0.0001,0,0.0016,0,0.0001,0,0.0001,0.0337,0.0043,0.0011
1965,501,KEN,0.5814,0.0001,0,0,0.04,0,0,0.0057,0.0012,0,0.0103,0,0.0028,0,0,0.3492,0.0001,0.0092
1970,501,KEN,0.6184,0.0001,0,0,0.0654,0,0,0.0056,0.0012,0,0.011,0,0.0028,0,0,0.2866,0.0002,0.0089
1975,501,KEN,0.6498,0.0001,0,0,0.0625,0,0,0.0053,0.0011,0,0.0113,0,0.0026,0,0,0.263,0.0002,0.0039
1980,501,KEN,0.6871,0.0001,0,0,0.0565,0,0,0.0048,0.001,0,0.0108,0,0.0024,0,0,0.23,0.0002,0.007
1985,501,KEN,0.7321,0.0001,0,0,0.06,0,0,0.0049,0.001,0,0.0103,0,0.0022,0,0,0.18,0.0006,0.0087
1990,501,KEN,0.7851,0.0001,0,0,0.0699,0,0,0.005,0.001,0,0.01,0,0.002,0,0,0.1244,0.0009,0.0016
1995,501,KEN,0.7879,0.0001,0,0,0.0666,0,0,0.0044,0.0008,0,0.0091,0,0.0017,0,0,0.12,0.0007,0.0085
2000,501,KEN,0.7939,0.0001,0.076,0.004,0.08,0,0,0.0045,0.0009,0,0.0081,0,0.0019,0,0,0.1064,0.0015,0.0026
2005,501,KEN,0.8233,0,0.086,0.0045,0.0905,0,0,0.0041,0.0009,0,0.0064,0,0.0017,0,0,0.0702,0.0018,0.0009
2010,501,KEN,0.8063,0,0.0992,0.0052,0.1045,0,0,0.0044,0.0011,0,0.0062,0,0.0019,0,0,0.0712,0.0033,0.0011
1965,510,TAZ,0.3151,0,0,0,0.2896,0,0,0.0018,0.0003,0,0.003,0,0.0001,0,0.0007,0.3861,0.0012,0.0022
1970,510,TAZ,0.3529,0,0,0,0.3095,0,0,0.0015,0.0002,0,0.003,0,0.0001,0,0.0007,0.3161,0.0015,0.0145
1975,510,TAZ,0.3979,0,0,0,0.3257,0.0001,0,0.0013,0.0002,0,0.0033,0,0,0,0.0007,0.25,0.002,0.0188
1980,510,TAZ,0.4232,0,0,0,0.3158,0.0001,0,0.001,0.0001,0,0.0032,0,0,0,0.0006,0.25,0.0022,0.0037
1985,510,TAZ,0.4598,0,0,0,0.31,0.0002,0,0.0053,0.0002,0,0.0037,0,0.0002,0,0.0006,0.2,0.0023,0.0178
1990,510,TAZ,0.4829,0,0,0,0.314,0.0002,0,0.0082,0.0003,0,0.004,0,0.0002,0,0.0005,0.1832,0.0023,0.004
1995,510,TAZ,0.515,0,0,0,0.32,0.0002,0,0.0082,0.0003,0,0.004,0,0.0002,0,0.0005,0.1462,0.003,0.0023
2000,510,TAZ,0.5069,0,0.315,0.035,0.35,0.0002,0,0.0086,0.0003,0,0.0031,0,0.0002,0,0.0005,0.1246,0.0031,0.0024
2005,510,TAZ,0.4975,0,0.3,0.0386,0.3386,0.0002,0,0.0075,0.0003,0,0.0032,0,0.0002,0,0.0005,0.1391,0.0083,0.0045
2010,510,TAZ,0.4777,0,0.3189,0.0411,0.36,0.0002,0,0.0075,0.0003,0,0.0029,0,0.0002,0,0.0005,0.1369,0.0089,0.0048
1965,516,BUI,0.7297,0,0,0,0.0087,0,0,0,0,0,0.0004,0,0,0,0,0.26,0,0.0011
1970,516,BUI,0.7341,0,0,0,0.0085,0,0,0.0001,0,0,0.0005,0,0,0,0,0.2568,0,0
1975,516,BUI,0.7617,0,0,0,0.0093,0,0,0.0004,0,0,0.0005,0,0,0,0,0.199,0.0002,0.0289
1980,516,BUI,0.8168,0,0,0,0.0096,0,0,0.0006,0,0,0.0005,0,0,0,0,0.1409,0.0004,0.0312
1985,516,BUI,0.8533,0,0,0,0.01,0,0,0.0008,0,0,0.0007,0,0,0,0,0.1081,0.0005,0.0266
1990,516,BUI,0.8962,0,0.0184,0.001,0.0194,0,0,0.0009,0,0,0.0007,0,0,0,0,0.0806,0.0006,0.0016
1995,516,BUI,0.9067,0,0,0,0.01,0,0,0.0009,0,0,0.0008,0,0,0,0,0.0789,0.0006,0.0021
2000,516,BUI,0.84,0,0.0332,0.0017,0.035,0,0,0.0008,0,0,0.0008,0,0,0,0,0.1008,0.0016,0.021
2005,516,BUI,0.8777,0,0.0284,0.0013,0.0297,0,0,0.0008,0,0,0.0008,0,0,0,0,0.0893,0.0014,0.0002
2010,516,BUI,0.889,0,0.024,0.001,0.025,0,0,0.0008,0,0,0.0008,0,0,0,0,0.0809,0.0026,0.0009
1965,517,RWA,0.5837,0,0,0,0.0898,0,0,0.0003,0,0,0.0015,0,0,0,0,0.323,0,0.0018
1970,517,RWA,0.6115,0,0,0,0.0832,0,0,0.0003,0,0,0.0015,0,0,0,0,0.3036,0,0
1975,517,RWA,0.6503,0,0,0,0.08,0,0,0.0003,0,0,0.0015,0,0,0,0,0.22,0.0001,0.0477
1980,517,RWA,0.698,0,0,0,0.09,0,0,0.0003,0,0,0.0015,0,0,0,0,0.21,0.0002,0.0001
1985,517,RWA,0.7395,0,0,0,0.0909,0,0,0.0009,0,0,0.0017,0,0,0,0,0.1631,0.0002,0.0037
1990,517,RWA,0.7941,0,0,0,0.0774,0,0,0.0014,0,0,0.0017,0,0,0,0,0.09,0.0003,0.035
1995,517,RWA,0.841,0,0,0,0.07,0,0,0.001,0,0,0.0026,0,0,0,0,0.06,0.0017,0.0237
2000,517,RWA,0.8768,0,0.042,0.0005,0.0425,0,0,0.0001,0,0,0.0018,0,0,0,0,0.042,0.002,0.0348
2005,517,RWA,0.8969,0,0.0495,0.0005,0.05,0,0,0,0,0,0.0018,0,0,0,0,0.0411,0.0025,0.0077
2010,517,RWA,0.8945,0,0.0455,0.0005,0.046,0,0,0,0,0,0.0018,0,0,0,0,0.0408,0.0035,0.0133
1960,520,SOM,0.003,0,0.9947,0,0.9947,0,0,0.0002,0,0,0.0002,0,0,0,0,0,0.0017,0.0002
1965,520,SOM,0.0022,0,0.9929,0,0.9929,0,0,0.0002,0,0,0.0002,0,0,0,0,0,0.0013,0.0032
1970,520,SOM,0.0014,0,0.9973,0,0.9973,0,0,0.0001,0,0,0.0002,0,0,0,0,0,0.001,0
1975,520,SOM,0.0012,0,0.9872,0,0.9872,0,0,0.0001,0,0,0.0002,0,0,0,0,0.0004,0.0008,0.0102
1980,520,SOM,0.001,0,0.9973,0,0.9973,0,0,0.0001,0,0,0.0001,0,0,0,0,0.0006,0.0005,0.0003
1985,520,SOM,0.0008,0,0.9711,0,0.9911,0,0,0.0002,0,0,0.0001,0,0,0,0,0.0008,0.0004,0.0066
1990,520,SOM,0.0007,0,0.977,0,0.9942,0,0,0.0003,0,0,0.0001,0,0,0,0,0.001,0.0003,0.0034
1995,520,SOM,0.0007,0,0.9632,0,0.9905,0,0,0.0004,0,0,0.0002,0,0,0,0,0.0008,0.0004,0.0069
2000,520,SOM,0.0006,0,0.985,0.01,0.995,0,0,0.0006,0,0,0.0003,0,0,0,0,0.0008,0.0004,0.0023
2005,520,SOM,0.0005,0,0.985,0.009,0.994,0,0,0.0006,0,0,0.0002,0,0,0,0,0.0008,0.0005,0.0035
2010,520,SOM,0.0005,0,0.985,0.01,0.995,0,0,0.0006,0,0,0.0003,0,0,0,0,0.0007,0.0004,0.0025
1980,522,DJI,0.0496,0,0,0,0.932,0,0,0.0008,0,0,0.0004,0,0,0,0,0,0.0154,0.0017
1985,522,DJI,0.0406,0,0,0,0.9395,0,0,0.0005,0,0,0.0006,0,0,0,0,0,0.0137,0.005
1990,522,DJI,0.0458,0,0,0,0.9371,0,0,0.0003,0,0,0.0008,0,0,0,0,0,0.0123,0.0038
1995,522,DJI,0.0439,0,0,0,0.94,0,0,0.0003,0,0,0.0008,0,0,0,0,0,0.0114,0.0036
2000,522,DJI,0.0163,0,0.975,0,0.975,0,0,0.0004,0,0,0,0,0,0,0,0,0.0071,0.0013
2005,522,DJI,0.0138,0,0.975,0,0.975,0,0,0.0004,0,0,0.0009,0,0,0,0,0,0.0083,0.0016
2010,522,DJI,0.0139,0,0.975,0,0.975,0,0,0.0004,0,0,0.0009,0,0,0,0,0,0.0096,0.0002
1945,530,ETH,0.4715,0.0012,0,0,0.2859,0,0,0.0001,0,0,0.0001,0,0,0,0,0.2413,0,0
1950,530,ETH,0.4337,0.0011,0,0,0.2711,0,0,0.0001,0,0,0.0001,0,0,0,0,0.294,0,0
1955,530,ETH,0.4651,0.0011,0,0,0.3,0,0,0.0001,0,0,0.0001,0,0,0,0,0.2319,0,0.0017
1960,530,ETH,0.4943,0.0011,0,0,0.35,0,0,0.0001,0,0,0.0001,0,0,0,0,0.15,0,0.0044
1965,530,ETH,0.4956,0.001,0,0,0.34,0,0,0.0001,0,0,0.0002,0,0,0,0,0.1597,0,0.0034
1970,530,ETH,0.5197,0.001,0,0,0.3108,0,0,0.0001,0,0,0.0002,0,0,0,0,0.1679,0,0.0003
1975,530,ETH,0.5676,0.0011,0,0,0.3,0,0,0.0001,0,0,0.0003,0,0,0,0,0.13,0.0001,0.0009
1980,530,ETH,0.5784,0.0011,0,0,0.3,0,0,0.0001,0,0,0.0004,0,0,0,0,0.116,0.0002,0.0039
1985,530,ETH,0.5459,0.0005,0,0,0.32,0,0,0.0001,0,0,0.0003,0,0,0,0,0.1122,0.0008,0.0203
